Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Img_Type,Img_Folder,Img_Side,Img_Album
Adolfo Carabelli,Orquesta Típica Porteña,1931-07-06,Noches Porteñas,,Tango,Pedro Moreno,Víctor,78rpm,,,Juan Canaro,Jesús Blanco,,27-31 Other Orchestras,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Típica Porteña,1931-08-13,Qué Sapa Señor,,Tango,Roberto Díaz,Víctor,78rpm,,,Enrique Discépolo,Enrique Discépolo,,27-31 Other Orchestras,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1931-09-04,Cantando,,Tango,Alberto Gómez,Víctor,78rpm,60940-1,37058-A,Mercedes Simone,Mercedes Simone,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1931-09-04,Mi Refugio,,Tango,Alberto Gómez,Víctor,78rpm,60941-1,37058-B,Juan Cobián,Pedro Córdoba,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1931-10-02,Mentira,Mentiras,Tango,Carlos Lafuente,Víctor,78rpm,60992-2,37079-A,Francisco Pracánico,Celedonio Flores,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1931-11-02,Por Qué,,Tango,Alberto Gómez,Víctor,78rpm,66521-2,37097-A,Osvaldo Fresedo,Emilio Fresedo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1931-11-02,Porqué,,Tango,Alberto Gómez,Víctor,78rpm,,,Osvaldo Fresedo,Emilio Fresedo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Adolfo Carabelli Jazz Band,1931-12-29,España,,Vals,Instrumental,Víctor,78rpm,66579-1,37120-A,Émile Waldteufel,,,27-31 Other Orchestras,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-02-05,Jamás Podré Olvidarte,,Vals,Alberto Gómez,Víctor,78rpm,66616-2,37138-B,Julio De Caro,Mario Gomila,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-02-05,Tango del Querer,,Tango,Alberto Gómez,Víctor,78rpm,66617-2,37138-A,Andrés Doménech,Ricardo Lleras,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-03-18,Olvidao,,Tango,Charlo,Víctor,78rpm,66663-2,37163-B,Guillermo Barbieri,Enrique Cadícamo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-03-21,Clyde,,Vals,Carlos Lafuente,Víctor,78rpm,66664-1,37163-A,"Héctor Bates, Luis Bates",Venancio Clauso,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-05-06,Cuando Miran Tus Ojos,,Vals,Luis Díaz,Víctor,78rpm,66705-1,37185-B,José Aguilar,Enrique Cadícamo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-05-06,Desconfianza,,Tango,Luis Díaz,Víctor,78rpm,66704-1,37185-A,Edgardo Donato,Manuel Romero,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-05-11,Hambre,,Tango,Instrumental,Víctor,78rpm,,,Juan Cobián,Enrique Cadícamo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-05-11,Sorbos Amargos,,Tango,Instrumental,Víctor,78rpm,,,Lucio Demare,"Agustín Irusta, Roberto Fugazot",,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-05-20,Manón,,Tango,Alberto Gómez,Víctor,78rpm,66727-1,37200-B,Arturo De Bassi,Antonio Podestá,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-05-24,Por Dónde Andará,,Tango,Alberto Gómez,Víctor,78rpm,66730-1,37201-A,Salvador Merico,Atilio Supparo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-06-17,Inspiración,Inspiración,Tango,Alberto Gómez,Víctor,78rpm,66812-1,37227-A,Peregrino Paulos,Luis Rubistein,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-06-24,Amargor,,Tango,Instrumental,Víctor,78rpm,,,Francisco Lomuto,Claudio Frollo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-06-24,Felicia,,Tango,Instrumental,Víctor,78rpm,66835-1,37225-B,Enrique Saborido,Carlos Pacheco,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-06-24,Rodríguez Peña,Rodríguez Peña,Tango,Alberto Gómez,Víctor,78rpm,66834-1,37225-A,Vicente Greco,"Juan Velich, Rafael Velich",,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-07-26,Volvé,,Tango,Mercedes Simone,Víctor,78rpm,66849-1,37244-B,Edgardo Donato,Luis Herrera,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-08-24,Ronda,,Vals,Instrumental,Víctor,78rpm,,,Cátulo Castillo,Cátulo Castillo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-09-09,Alma,,Tango,Alberto Gómez,Víctor,78rpm,66908-1,37270-B,Federico Scorticati,Juan Sarcione,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-09-09,Loco,,Tango,Alberto Gómez,Víctor,78rpm,66909-1,37271-B,Niels Paulos,Luis Rubistein,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-09-27,El Trece,El 13,Tango,Alberto Gómez,Víctor,78rpm,66910-1,37285-A,Alberico Spátola,Ángel Villoldo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-10-28,El Caburé,,Tango,Instrumental,Víctor,78rpm,66945-1,37303-B,Arturo De Bassi,,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-10-28,La Guiñada,,Tango,Instrumental,Víctor,78rpm,66943-3,37302-B,Agustín Bardi,,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-10-28,Ñatita,,Vals,Carlos Lafuente,Víctor,78rpm,66944-1,37303-A,Pasquale De Luca,Pasquale De Luca,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-12-21,El Pensamiento,,Tango,Carlos Lafuente,Víctor,78rpm,66990-1,37332-A,José Martínez,Francisco Jiménez,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-12-30,Milonga Sentimental,,Milonga,Carlos Lafuente,Víctor,78rpm,74002-1,37331-A,Sebastián Piana,Homero Manzi,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1932-12-30,No Le Quiero Mirar,,Vals,Carlos Lafuente Y Mercedes Simone,Víctor,78rpm,74003-1,37331-B,Pablo Rodríguez,Pablo Rodríguez,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-02-01,Napole,,Vals,Alberto Gómez,Víctor,78rpm,74034,37343-A,Tito Frayser,,,31-34 Orquesta Carabeli,,,,,,,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-03-14,Contigo Siempre,,Vals,Alberto Gómez,Víctor,78rpm,74064,37360-B,Teresa Beltrán,Teresa Beltrán,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-04-11,Mía,Para Ti,Tango,Carlos Lafuente,Víctor,78rpm,74088,37376-A,"Antonio Arona, Elvino Vardaro",Celedonio Flores,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-05-04,Tomala con Soda,,Tango,Carlos Lafuente,Víctor,78rpm,74115,37394-A,Enrique Delfino,Manuel Romero,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-06-20,Cobardía,Bolero de Ma Vie,Tango,Instrumental,Víctor,78rpm,,,Charlo,Luis Amadori,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-06-20,Oíd el Vals,,Vals,Instrumental,Víctor,78rpm,,,Edmundo Cartos,Edmundo Cartos,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Adolfo Carabelli Jazz Band,1933-07-07,Corazones Gitanos,,Vals,Instrumental,Víctor,78rpm,74230,37443-A,"Karl Stark, A. Bryan",,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-07-25,Campanitas del Suburbio,,Tango,Charlo,Víctor,78rpm,74244,37452-A,Pedro Lloret,Jaime Reos,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-07-25,Cuatro Palabras,,Tango,Charlo,Víctor,78rpm,74246,37453-A,Luis Rubistein,Luis Rubistein,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-07-26,La Novena,,Tango,Instrumental,Víctor,78rpm,,,Miguel Bonano,Alfredo Bigeschi,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-07-26,Lo Que Vieron Mis Ojos,Lo Que Vieron Tus Ojos,Vals,Instrumental,Víctor,78rpm,,,Juan Canaro,Jesús Blanco,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,,,
